wmh_ml,support_min,support_max,both_low_n,persistent_n,status,both_low_probability,both_low_lower,both_low_upper,persistent_probability,persistent_lower,persistent_upper,difference_estimate,difference_lower,difference_upper,relative_probability_ratio,ratio_lower,ratio_upper,ci
3.5056561332934457,3.505656133293446,38.66098800000037,1052,422,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,,
9.185564438152921,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.20264055550091856,0.17746336161768692,0.23038921390986478,0.21009658197844466,0.1712989356976968,0.254977828056425,0.007456026477526093,-0.041989512834087146,0.05690156578913933,1.0224155780396265,0.7478697292424467,1.397748261955959,pointwise delta + Rubin; fixed covariate distribution
9.754747977896233,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.20496953022156317,0.18038346007562386,0.23195827880734898,0.21481987978099304,0.1765489571839833,0.2587797331056159,0.009850349559429886,-0.03866997974053396,0.05837067885939373,1.0363020304608905,0.7654430197215162,1.4030069785313073,pointwise delta + Rubin; fixed covariate distribution
10.355738287296932,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.20730404091973292,0.18317279541474998,0.23370477528725064,0.21960712698521484,0.1816620933214035,0.2629314367560932,0.01230308606548193,-0.03556995281848939,0.06017612494945325,1.0503770887338162,0.7817940630953821,1.4112310141735123,pointwise delta + Rubin; fixed covariate distribution
10.990312772982914,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2096435277608002,0.18581167065943968,0.23564734595201725,0.22445750128356398,0.1866006172807524,0.2674691630833537,0.014813973522763771,-0.03272968184158127,0.06235762888710881,1.0646433145038257,0.7966960155981347,1.4227074880834203,pointwise delta + Rubin; fixed covariate distribution
11.230683160692603,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.21049863582799833,0.18673391260161912,0.23640861042247205,0.22624358166288028,0.18835293594537456,0.269228229924841,0.01574494583488195,-0.031764914741761,0.0632548064115249,1.069899032761258,0.8017344104550428,1.4277595240720478,pointwise delta + Rubin; fixed covariate distribution
11.660348165542219,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2119874209181047,0.18828257154087763,0.23780238961266353,0.22937011102282717,0.19133033576246197,0.27242503544891833,0.01738269010472246,-0.03018538988323511,0.06495077009268002,1.0791033042086198,0.809950513361941,1.4376976394773877,pointwise delta + Rubin; fixed covariate distribution
12.367826069884341,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.21433514088052574,0.1905715704259045,0.2401826581616025,0.23434399515022686,0.19582319048383318,0.2778244563641374,0.0200088542697011,-0.027966554593830628,0.06798426313323283,1.0937596895507269,0.8214048636977748,1.4564197405656818,pointwise delta + Rubin; fixed covariate distribution
13.114838825763533,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2166860987767069,0.19266949262486502,0.2427960912301076,0.23937812331374275,0.2000593765781746,0.28368397294693515,0.02269202453703585,-0.02609366316610158,0.07147771224017328,1.1086151379764688,0.8309652569272171,1.4790359932680475,pointwise delta + Rubin; fixed covariate distribution
13.903595695796295,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2190396967157364,0.19457257620742915,0.2456451575010009,0.24447139612032548,0.2040284982763517,0.29001010788910897,0.025431699404589073,-0.024576934783553092,0.07544033359273124,1.123672353161434,0.838602943064221,1.5056464655915962,pointwise delta + Rubin; fixed covariate distribution
14.736429399273877,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.22139532814404872,0.19628246914015965,0.24872685886157353,0.24962264555514163,0.20772951993414704,0.2967993981442007,0.02822731741109294,-0.023416281492688283,0.07987091631487417,1.1389340755025439,0.8443521117907622,1.5362913294427627,pointwise delta + Rubin; fixed covariate distribution
15.615803011093451,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.22375237821827232,0.19780558754175154,0.25203337359880207,0.25483063556442315,0.21116960728420175,0.3040395467074883,0.031078257346150814,-0.022602445516877963,0.08475896020917958,1.1544030826168012,0.8483005067711323,1.5709603690178102,pointwise delta + Rubin; fixed covariate distribution
16.54431724621097,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.22611022419371107,0.1991520232901887,0.2555531503998129,0.2600940628038929,0.21436223041295066,0.311711316209628,0.033983838610181824,-0.02211895998927224,0.09008663720963589,1.1700821898468141,0.8505755303565496,1.609607003886899,pointwise delta + Rubin; fixed covariate distribution
17.286006421364483,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.22790581587066155,0.20006646710208692,0.2583678192453471,0.2641383808405865,0.21663815574483555,0.3178279591684005,0.03623256496992493,-0.021959272469505013,0.09442440240935487,1.1821641440620285,0.8512789211532822,1.641661773573119,pointwise delta + Rubin; fixed covariate distribution
17.52471815115963,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2284682358281065,0.20033426756133824,0.25927218657447026,0.2654115575541165,0.21732500430016827,0.3197906886779054,0.03694332172600999,-0.02194444984598925,0.09583109329800923,1.1859742507731847,0.8513291026566432,1.6521635629603262,pointwise delta + Rubin; fixed covariate distribution
18.55990522538095,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.23082577580028862,0.2013659945205953,0.26317524627407857,0.2707816848034772,0.22007767347549811,0.32825088507064826,0.039955909003188544,-0.02205483677428207,0.10196665478065917,1.202082157733859,0.8507239271516438,1.6985551573472024,pointwise delta + Rubin; fixed covariate distribution
19.652939996387214,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.233182200143285,0.20226106357466714,0.2672468602939338,0.2762029454988023,0.22264048529143088,0.3370640002109862,0.04302074535551732,-0.022425166424469414,0.10846665713550406,1.2184088423505275,0.8489226668532979,1.748710648309844,pointwise delta + Rubin; fixed covariate distribution
20.80705507411596,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.23553685869141777,0.2030328015500013,0.2714720460872871,0.28167377796297915,0.22503303218595647,0.3462021728339163,0.0461369192715614,-0.023030946618686224,0.11530478516180902,1.2349572760621785,0.8460804398129963,1.8025703017505086,pointwise delta + Rubin; fixed covariate distribution
22.02566371125433,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2378890955408806,0.20369355322852045,0.2758367595534086,0.2871925594781983,0.22727352918506993,0.3556383245406858,0.049303463937317646,-0.023849012714605516,0.12245594058924081,1.2517304706658963,0.8423403119639312,1.8600904514950451,pointwise delta + Rubin; fixed covariate distribution
23.312369897807866,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.24023824952325054,0.20425445003676138,0.2803281287963174,0.2927576080327506,0.2293784377071648,0.3653465565958816,0.05251935850950004,-0.02485800435113221,0.1298967213701323,1.2687314788650053,0.8378311314774511,1.9212458274550346,pointwise delta + Rubin; fixed covariate distribution
24.67097901976758,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2425836546913496,0.20472533595419504,0.2849345307804254,0.29836718422858627,0.2313623353795419,0.3753023048051208,0.05578352953723667,-0.026038557834535375,0.13760561690900872,1.2859633948246583,0.8326669997211498,1.9860302538502967,pointwise delta + Rubin; fixed covariate distribution
26.105509113398536,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2449246408168402,0.2051147953274796,0.28964556618778153,0.304019493346131,0.23323794398380684,0.3854823402541529,0.05909485252929078,-0.027373310084982116,0.14556301514356368,1.3034293547349716,0.826947774033266,2.054456322554272,pointwise delta + Rubin; fixed covariate distribution
27.62020274843352,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.24726053389889702,0.20543023947066583,0.2944519755877867,0.30971268756213804,0.2350162484682774,0.3958646828181483,0.06245215366324104,-0.028846789967365255,0.15375109729384734,1.3211325373818081,0.8207601467206134,2.126554497440804,pointwise delta + Rubin; fixed covariate distribution
29.2195395753162,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.24959065668326852,0.20567802174158856,0.2993455272195628,0.3154448683156515,0.23670666052354852,0.4064284737421274,0.06585421163238296,-0.030445251191030115,0.16215367445579604,1.339076164725312,0.814178987613722,2.2023719626944964,pointwise delta + Rubin; fixed covariate distribution
30.908249573601864,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.25191432919100665,0.20586356151272514,0.3043188959586921,0.32121408881646796,0.2383171969151008,0.417153836847816,0.06929975962546131,-0.032156482529055605,0.17075600177997824,1.3572635024863045,0.807268752032754,2.2819714135381854,pointwise delta + Rubin; fixed covariate distribution
32.691327040696976,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2542308692561104,0.2059914654009166,0.30936554509356995,0.3270183566898055,0.23985465491262542,0.4280217457312468,0.07278748743369515,-0.03396961723007884,0.17954459209746915,1.3756978607406383,0.8000848386485246,2.3654299052125385,pointwise delta + Rubin; fixed covariate distribution
34.574045362309306,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.25653959307130336,0.20606563953731083,0.31447961711937916,0.3328556367502448,0.24132477534435537,0.43901390608537033,0.07631604367894143,-0.0358749538662404,0.18850704122412326,1.3943825945216304,0.79267483707928,2.4528378206995014,pointwise delta + Rubin; fixed covariate distribution
36.5619726082912,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.25883981574113146,0.20608939011534558,0.3196558363010116,0.3387238538973778,0.24273238899738442,0.45011265705229775,0.07988403815624631,-0.03786379458679845,0.19763187089929107,1.4133211044306735,0.7850796399272947,2.5442979828315537,pointwise delta + Rubin; fixed covariate distribution
38.660988000000366,3.505656133293446,38.66098800000037,1052,422,ESTIMATED,0.2611308518415446,0.20606551152556252,0.3248894236851611,0.3446208961250142,0.24408154518984682,0.4613008923733326,0.08349004428346957,-0.03992830288587036,0.20690839145280948,1.4325168372561412,0.7773344146049148,2.639924915797448,pointwise delta + Rubin; fixed covariate distribution
